Customer Name,Address,State,City,Zip,Active,Note,State,Prospect,Location
Keils Food Store #02,7403 Jackson Dr,CA,San Diego,92119,No,,CA,,
Keith's Family Food Center,76201 Covelo Road,CA,Covelo,95428,No,,CA,,
Kekaha Menehune Food Market,8426 Kekana Rd.,HI,"Kekaha, Kauai",96752,No,,HI,,
Ken's Korner Red Apple,11042  SR  525  #116,WA,Clinton,98236,No,,WA,,
Kendall Jackson,"5007 fulton Rd,",CA,Fulton,95439,No,,CA,,Marin County
Kennewick Red Apple Mkt,902 S. Washington,WA,Kennewick,99336,No,,WA,,
Kevin Silverado,,,,,No,,,,
Key Market #4,500 S.Norfolk  Street,CA,San Mateo,94401,No,,CA,,peninsula
KEY MARKETS #1,1063 UPTON,CA,REDWOOD CITY,94061,No,No order for more than 4 months,CA,,peninsula
Key Markets #6,3640 Florence Street,CA,Redwood City,94063,No,,CA,,peninsula
kinda,,ca,san francisco,94117,No,,,,San Francisco
King Mart #3,23362 Main St,AZ,San Luis,85349,No,,AZ,,
Kingman Coop,,,Berkeley,,No,,,,
Kings Market,160 West Spring Street,WA,Friday Harbor,98250,No,,WA,,
Kings Market No 02,131 Main St,AZ,Somerton,85350,No,,AZ,,
Kingsburg Supermarket,1367 Marion St,CA,Kingsburg,93631,No,,CA,,
Kingston Market Fresh IGA,10978 Highway 104,WA,Kingston,98346,No,,WA,,
Kingston’s Candy,307 E Ojai Avenue Sweet 100,CA,Ojai,93023,No,,CA,,
Kitchen Purveyors,,,,,No,,,,
Ko-Amex,1438 E 15Th St,CA,Los Angeles,90021,No,,CA,,
Korean Farm,3525 W 8Th St,CA,Los Angeles,90005,No,,CA,,
Kta,50 E Puainako Street,HI,Hilo,96720,No,,HI,,
KTA Kailua #2,74-5594 Palani Street,HI,Kailua-Kona,96740,No,,HI,,
KTA Kamuela #8,65-1158 Mamalahoa Hwy,HI,Kamuela,96743,No,,HI,,
KTA Keauhou #7,78-6831 Ali'I,HI,Keauhou,96739,No,,HI,,
KTA Keawe #1,321 Keawe Street,HI,Hilo,96720,No,,HI,,
Kta Market #7,78-6831 Alii Drive,HI,Kailua Kona,96740,No,,HI,,
KTA Puainako #3,50 E. Puainako Street,HI,Hilo,96720,No,,HI,,
Kta Super Market #1,321 Keawe Street,HI,Hilo,96720,No,,HI,,
Kta Super Market #2,P.O. Box 246,HI,Kailua Kona,96745,No,,HI,,
Kta Super Markets #3,50 E Puainako Street,HI,Hilo,96720,No,,HI,,
KTA Super Store & Waikoloa Village Market Warehouse,135 Holomua Street,HI,Hilo,96720,No,,HI,,
Kta Super Store #8,P.O. Box 388,HI,Kamuela,96743,No,,HI,,
KTA Super Store and Waikoloa HQ,50 E. Puainako Street,HI,Hilo,96720,No,,HI,,
KTA Super Stores& Waikoloa Village Central Market Warehouse,50 E. Puaninako Street,HI,Hilo,96720,No,,HI,,
La Bodega Market,1193 Broadway,CA,Chula Vista,91911,No,,CA,,
La Bodega Retail,110 E Olive St,CA,San Ysidro,92173,No,,CA,,
La Bonita,2672 N Las Vegas Blvd,NV,N. Las Vegas,89030,No,,NV,,
la cocina,,,,,No,,,,
La Cocina•s Holiday Pop Up,"Ghirardelli Square,",CA,San Francisco,,No,,,,
La Estrella Market #105,2214 So San Pedro St,CA,Los Angeles,90011,No,,CA,,
La Fromagerie - Bouvet USA,La Fromagerie,,,,No,,,,
La Mexicana Market,4800 Compton Ave,CA,Los Angeles,90011,No,,CA,,
La Palapa #2,2365 Reo Drive,CA,San Diego,92139,No,,CA,,
La Palapa Market,2483-95 Imperial Ave,CA,San Diego,92102,No,,CA,,
La Placita Market,10402 Laurel Cyn Blvd,CA,Pacoima,91331,No,,CA,,
La Plaza Market,1425 N Hacienda Blvd,CA,La Puente,91744,No,,CA,,
La Posta Market,1266 Imperial Beach Blvd,CA,Imperial Beach,91932,No,,CA,,
"La Superior Hillsdale, Inc.",5731 Hillsdale Blvd.,CA,Sacramento,95842,No,,CA,,
La Superior Mercado,2941 Railroad Ave.,CA,Pittsburg,94565,No,,CA,,
La Superior Northgate Blvd.,2210 Northgate Blvd.,CA,Sacramento,95833,No,,CA,,
La Superior Stockton Blvd.,4940 Stockton Blvd.,CA,Sacramento,95820,No,,CA,,
La Superior Super Mercado,1536 Waterloo Rd.,CA,Stockton,95205,No,,CA,,
La Tropicana Food,1630 Story Road,CA,San Jose,95122,No,,CA,,San Jose
Lahaina Farms #2807,345 Keawe St. Ste. 304,HI,Lahaina,96761,No,,HI,,
Lakeside Market -Orville,5250 Olive Highway,CA,Orville,95966,No,,CA,,
Lakewood Apple Market,1320 W. Lockeford,CA,Lodi,95242,No,,CA,,
Langtry Estate & Vineyards,21000 Butts Canyon Rd,CA,Middletown,95461,No,,CA,,Marin County
Las Vegas Superstore,4801 Spring Mountain Rd,NV,Las Vegas,89102,No,,NV,,
Lavender Ridge Vineyard,425a  Main Street,CA,Murphys,95222,No,,,,
Lawai Menehune Food Market,2-3687 Kaumalii Hwy,HI,Lawai,96765,No,,HI,,
Lazy Acres Market,302 Meigs Rd,CA,Santa Barbara,93109,No,,CA,,
Le Petit Gourmet,26 Bellevue Avenue,RI,Newport,2840,No,,RI,,
Leasks Market,1st & Milton,AK,Metlakatla,99926,No,,AK,,
Leasks Mini Mart,Milton & Airport Road,AK,Metlakatla,99926,No,,AK,,
Lenceria Boutique,8533 Sunset Blvd,CA,West Hollywood,90069,No,,CA,,
Leonard's Market #2 - Loyalton,606 Main Street,CA,Loyalton,96118,No,,CA,,
Leonards Market,88 W Sierra St,CA,Portola,96122,No,,CA,,
Leschi Food Mart,103 Lakeside Avenue,WA,Seattle,98122,No,,WA,,
Let's Imagine,Marilyn Sanders,AZ,Scottsdale,85254,No,,,,
Liborio Market #1,864 S Vermont Ave,CA,Los Angeles,90005,No,,CA,,
Liborio Market #2,6135 Atlantic Blvd,CA,Maywood,90270,No,,CA,,
Liborio Market #3,130 W G Street,CA,Ontario,91762,No,,CA,,
Liborio Market #4,2021 W Pico Blvd,CA,Los Angeles,90006,No,,CA,,
Liborio Market #5,1831 W 3Rd Street,CA,Los Angeles,90057,No,,CA,,
Liborio Market #6,930 N Lamb Blvd,NV,Las Vegas,89110,No,,NV,,
Liborio Market #7,6040 E 64Th Ave,CO,Commerce City,80022,No,,CO,,
Liborio Markets #12,3258 N Las Vegas Blvd,NV,Las Vegas,89115,No,,NV,,
Liborio Markets #13,4440 E Charleston Blvd,NV,Las Vegas,89104,No,,NV,,
Lille Hammer & Wikan,1300 Howkan,AK,Petersburg,99833,No,,AK,,
Lincourt Tasting room,1711 Alamo pintado Road,CA,Solvang,93463,No,,CA,,Central Coast
Lira's,609 Hwy 12,CA,Rio Vista,94571,No,,CA,,
Lira's Market - Meyers,2977 Highway 50,CA,S. Lake Tahoe,96150,No,,CA,,
Loma Linda Market,24954 Prospect St,CA,Loma Linda,92354,No,,CA,,
London Market,1814 Atlantic Ave,CA,Long Beach,90806,No,,CA,,
Long Meadow Ranch Winery Inc,737 Main St,CA,Saint Helena,94574,No,,CA,,Marin County
Lopez Red Apple Market,162 Weeks Road,WA,Lopez,98261,No,,WA,,
Los Hermanos Market,2950 W Ball Road,CA,Anaheim,92804,No,,CA,,
Louie Kee Mkt-Fresno,1041 Tulare St,CA,Fresno,93706,No,,CA,,
Lucerne Valley Market,32946 Highway 18,CA,Lucerne Valley,92356,No,,CA,,
Lucky 7 Supermarket,1675 Tully Rd.,CA,San Jose,95122,No,,CA,,San Jose
Lucky Seafood Supermarket,9326 Mira Mesa Blvd,CA,San Diego,92126,No,,CA,,
Luis Meat Market,4253 S Vermont Ave,CA,Los Angeles,90037,No,,CA,,
LUNARDI S # 8,"1825 EL CAMINO REAL,",CA,"BURLINGAME,         ",94010,No,No order for more than 4 months,CA,,peninsula
LUNARDI S #10,2666 S BASCOM AVE,CA,SAN JOSE,95124,No,No order for more than 7 months,CA,,San Jose
LUNARDI S #2,2801 SAN BRUNO AVE,CA,SAN BRUNO,94066,No,No order for more than 7 months,CA,,peninsula
LUNARDI S #3,720 BLOSSOM HILL RD,CA,LOS GATOS,95030,No,No order for more than 7 months,CA,,San Jose
LUNARDI S #4,4650 MERIDIAN AVE,CA,SAN JOSE,95124,No,No order for more than 7 months,CA,,San Jose
LUNARDI S #5,1085 ALAMEDA DE LAS PULG,CA,BELMONT             ,94002,No,No order for more than 4 months,CA,,peninsula
LUNARDI S #6,1600 PALOS VERDES MALL,CA,WALNUT CREEK,94596,No,No order for more than 4 months,CA,,East Bay
LUNARDI S #9,345 RAILROAD AVE,CA,"DANVILLE,           ",94526,No,No order for more than 4 months,CA,,East Bay
Lunardis #10,2666 S. Bascom Ave.,CA,San Jose,95124,No,,CA,,San Jose
M Street Grocery,801 Madison Street,WA,Seattle,98104,No,,WA,,
Ma Petite Shoe,832 W. 36th Street,MD,Baltimore,21211,No,,MD,,
Mac Donald Meat Co,2709 Airport Way South,WA,Seattle,98134,No,,WA,,
Madera Rancho Mkt,37405 Ave 12  Ste. 401,CA,Madera,93638,No,,CA,,
MAGNOLIA THRIFTWAY,3830 34TH WEST,WA,SEATTLE,98199,No,No order for more than 7 months,WA,,
maison de monaco,1198 illinois street,CA,san francisco,94107,No,,,,San Francisco
Major Market # 2,845 Main St,CA,Fallbrook,92028,No,,CA,,
MAJOR MARKET NO. 3,1855 S CENTER CITY PKWAY,CA,ESCONDIDO,92025,No,No order for more than 4 months,CA,,
Malama Market Halewiwa #2801,66-190 Kamehameha Hwy,HI,Haleiwa,96712,No,,HI,,
Malama Market Honokaa,45-5002 Lehua St,HI,Honokaa,96727,No,,HI,,
Malama Market Makakilo #1006,92-585 A Makakilo Dr.,HI,Kapolei,96707,No,,HI,,
Malama Market Ocean View #2805,92-8701 Hawaii Belt Rd,HI,Ocean View,96737,No,,HI,,
Malama Market Pahoe #2802,15-2664 Pahoe Village Rd,HI,Pahoa,96778,No,,HI,,
Malama Pahoe Fuel Center #2803,15-2664 Pahoa Village Rd.,HI,Pahoa,96778,No,,HI,,
Mama,,,,,No,No order for more than 7 months,CA,,
Manila Seafood Oriental Market,1221 E Sahara Ave,NV,Las Vegas,89104,No,,NV,,
Manito Equestrian Center,2181 Scherer Road,PA,Allentown,18104,No,,PA,,
Manor Market,3100 W Line St,CA,Bishop,93514,No,,CA,,
Manson Red Apple,610 Wapato Way,WA,Manson,98831,No,,WA,,
Mar-Val #4,55 Hwy 26,CA,Valley Springs,95252,No,,CA,,
Mar-Val #5,19000 Main St,CA,Groveland,95321,No,,CA,,
Mar-Val #6,6049 Front Street,CA,Georgetown,95634,No,,CA,,
Mar-Val #7,29424 Auberry Rd #125,CA,Prather,93651,No,,CA,,
Mar-Val #8,1900 Mchenry,CA,Escalon,95320,No,,CA,,
Marbella Farmers Market,31109 Rancho Viejo Rd,CA,San Juan Capistrano,92675,No,,CA,,
Marczyk Fine Foods,770 East 17th Ave,CO,Denver,80203,No,,CO,,
Mariana S Supermarket,2325 East Cheyenne Ave,NV,N.Las Vegas,89030,No,,NV,,
Mariana S Tortilleria,2551 E Bonanza Rd,NV,Las Vegas,89101,No,,NV,,
Marin French Cheese Company,7500 Point Reyes Petaluma Road,CA,Petaluma,94952,No,,,,Marin County
Marina Food-San Jose,4148 Monterey Rd,CA,San Jose,95111,No,,CA,,San Jose
Marina Marketplace,3201 W. Benjamin Holt Ste 185,CA,Stockton,95219,No,,CA,,
Market Center,210 Baranof,AK,Sitka,99835,No,,AK,,
Market Delice,,,,,No,,,,
Market Square,110 W Main St,CA,Calipatria,92233,No,,CA,,
Market Wholesale,751 Chalan Machaute Suite 106,GU,Maite,96910,No,,GU,,
Market World,3030 Sepulveda Blvd,CA,Torrance,90505,No,,CA,,
Market World #2,6753 Carnelian Ave,CA,Rancho Cucamonga,91701,No,,CA,,
Marketon #1,840 N Decatur Blvd,NV,Las Vegas,89107,No,,NV,,
Marketon #2,755 N Nellis Blvd,NV,Las Vegas,89110,No,,NV,,
Marketon #4,3736 E Desert Inn Road,NV,Las Vegas,89121,No,,NV,,
Marketon #5,1500 S Wells Ave,NV,Reno,89502,No,,NV,,
Marketon #6,2475 E Tropicana Blvd,NV,Las Vegas,89120,No,,NV,,
Martins Market Place,130 Titchenal  Way,WA,Cashmere,98815,No,,WA,,
Marukai,1740 W Artesia Blvd,CA,Gardena,90248,No,,CA,,
Marx Foods,144 Western Avenue W,WA,Seattle,98119,No,,WA,,
Matero Fine Jewelry,238 Saw Mill River Rd,NY,Millwood,10546,No,,NY,,
Mattawa Market,123 Government Road,WA,Mattawa,99349,No,,WA,,
Matthew's Thriftway,4989 Lakemont Boulevard SE,WA,Bellevue,98006,No,,WA,,
Maxi Foods,4050 University Ave,CA,Riverside,92501,No,,CA,,
Mayfair,6191 Peachtree St,CA,City Of Commerce,90051,No,,CA,,
Mccloud Market,117 Broadway,CA,Mccloud,96057,No,,CA,,
MEGA FOODS LEBANON,1950 MAIN STREET,OR,LEBANON,97355,No,No order for more than 7 months,OR,,
Mega Foods-Tumwater,700 Trosper Road SW,WA,Tumwater,98512,No,,WA,,
Mercado Winton Supermarket,6592 N. Winton Way,CA,Winton,95388,No,,CA,,
Metropolitan Market,1908 Queen Anne Avenue N.,WA,Seattle,98109,No,,WA,,
METROPOLITAN MARKET,5250 40TH AVE NE,WA,SEATTLE,98105,No,No order for more than 4 months,WA,,
METROPOLITAN MARKETS,3830 34TH WEST,WA,SEATTLE,98199,No,No order for more than 4 months,WA,,
Mi Pueblo #1,20812 Hesperian Blvd.,CA,Hayward,94541,No,,CA,,East Bay
Mi Pueblo #10,1630 High Street,CA,Oakland,94601,No,,CA,,East Bay
Mi Pueblo #11,187 Harder Road,CA,Hayward,94542,No,,CA,,East Bay
Mi Pueblo #12,320 N. Capitol Ave.,CA,San Jose,95133,No,,CA,,San Jose
Mi Pueblo #14,1720 Fremont Blvd.,CA,Seaside,93955,No,,CA,,
Mi Pueblo #15,1731 E. Bayshore Rd,CA,East Palo Alto,94303,No,,CA,,peninsula
Mi Pueblo #18,515 Mclaughlin Ave.,CA,San Jose,95116,No,,CA,,San Jose
Mi Pueblo #2,40 S Rengstorff Avenue,CA,Mountain View,94040,No,,CA,,peninsula
Mi Pueblo #3,235 E. Julian St.,CA,San Jose,95112,No,,CA,,San Jose
Mi Pueblo #4,1745 Story Road,CA,San Jose,95122,No,,CA,,San Jose
Mi Pueblo #5,950 E. Alisal St.,CA,Salinas,93905,No,,CA,,
Mi Pueblo #6,1437 Freedom Blvd.,CA,Watsonville,95076,No,,CA,,
Mi Pueblo #7,2100 Railroad Ave,CA,Pittsburg,94565,No,,CA,,
Mi Pueblo #8,1612 Crows Landing Road,CA,Modesto,95358,No,,CA,,
Mi Pueblo #9,448 Paradise Road,CA,Modesto,95351,No,,CA,,
Mi Pueblo Food Center #16,330 Bellam Blvd.,CA,San Rafael,94901,No,,CA,,Marin County
Mi Pueblo Food Center #17.,351 Bellevue Rd.,CA,Atwater,95301,No,,CA,,
Mi Pueblo Food Center #19,35156 Newark Blvd.,CA,Newark,94560,No,,CA,,
Mi Pueblo Food Center #20,727 1 St.,CA,Gilroy,95020,No,,CA,,
Mi Pueblo Food Center #22,1070 S. White Rd.,CA,San Jose,95127,No,,CA,,
Mi Pueblo HQ,1745 Story Road,CA,San Jose,95122,No,,CA,,San Jose
Mi Pueblo SuperMarket,11850 E Valley Blvd,CA,El Monte,91732,No,,CA,,
Mi Pueblo Supermercado,1516 E Valley Parkway,CA,Escondido,92027,No,,CA,,
Mi Pueblo Warehouse,1025 Montague Expressway,CA,Milpitas,95035,No,,CA,,San Jose
Midtown Market,2825 WJames MWood Blvd,CA,Los Angeles,90006,No,,CA,,
Mikes Food,1322 E Huntington Dr,CA,Duarte,91010,No,,CA,,
Mill Creek Central Market,15605  Main Street,WA,Mill Creek,98012,No,No order for more than 4 months,WA,,
MILL VALLEY MARKET,12 CORTE MADERA AVE,CA,MILL VALLEY,94941,No,No order for more than 4 months,CA,,Marin County
Millers Market,2985 C Street,CA,San Diego,92102,No,,CA,,
Mission Pie,2901 Mission St,CA,San Francisco,94110,No,,CA,,San Francisco
Mitsuwa Marketplace,333 S Alameda,CA,Los Angeles,90013,No,,CA,,
Mitsuwa Supermarket,21515 S Western Ave,CA,Torrance,90501,No,,CA,,
Mitsuwa Supermarket #3,665 Paularino Ave,CA,Costa Mesa,92626,No,,CA,,
MKT OF CHOICE 7 CORVALLIS,922 NW CIRCLE BLVD #110,OR,CORVALLIS,97330,No,No order for more than 4 months,OR,,
MKT OF CHOICE 9 EUGENE,67 W 29TH AVE,OR,EUGENE              ,97405,No,No order for more than 4 months,OR,,
Modern Way Market #03,9710 Main St,CA,Lamont,93241,No,,CA,,
Modern Way Market #2,2151 So Chester Ave,CA,Bakersfield,93304,No,,CA,,
Mollie Stone,4201-18ST,CA,SAN FRANCISCO,94114,No,No order for more than 4 months,CA,,San Francisco
MOLLIE STONE S # 1,100 HARBOR DR,CA,SAUSALITO           ,94965,No,No order for more than 7 months,CA,,Marin County
MOLLIE STONE S # 5,22 BAYHILL SHOPPING CTR,CA,SAN BRUNO           ,94066,No,No order for more than 4 months,CA,,peninsula
MOLLIE STONE S #3,164 S CALIFORNIA AVE,CA,PALO ALTO           ,94306,No,No order for more than 7 months,CA,,peninsula
MOLLIE STONE S #4,270 BON AIR SHOPPING CTR,CA,GREENBRAE           ,94904,No,No order for more than 7 months,CA,,Marin County
MOLLIE STONE S #6,1477 CHAPIN AVE.,CA,BURLINGAME,94010,No,No order for more than 7 months,CA,,peninsula
MOLLIE STONE S #7,49 W. 42ND AVE.,CA,SAN MATEO           ,94403,No,No order for more than 7 months,CA,,peninsula
MOLLIE STONE S TOWER MARKET,635 PORTOLA DRIVE,CA,SAN FRANCISCO,94127,No,No order for more than 4 months,CA,,San Francisco
Molsberry Market,522 Larkfield Center,CA,Santa Rosa,95403,No,No order for more than 7 months,CA,,Marin County
Molto Formaggio 1,68 Highland Park Village,TX,Dallas,75205,No,,TX,,
Monsieur Marcel Gourmet Market,6333 W 3rd St,CA,Los Angeles,90036,No,,CA,,
Montecito Village Grocery,1482 E Valley Road,CA,Santa Barbara,93108,No,,CA,,
Moulin,1000 Bristol N,CA,Newport Beach,92660,No,,,,
Mount Vernon Red Apple,820 Cleveland Street,WA,Mount Vernon,98273,No,,WA,,
Mountain View Red Apple,131 South Bragaw,AK,Anchorage,99508,No,,AK,,
Murphy's #6,100 Westwood Ctr,CA,Arcata,95521,No,,CA,,
Murphy's Market #1,785 Bayside Road,CA,Arcata,95521,No,,CA,,
Murphy's Market #2,4020 Walnut Drive,CA,Eureka,95503,No,,CA,,
Murphy's Market #4,1451 Glendale Drive,CA,Arcata,95521,No,,CA,,
Murphy's Market #5,Main & View,CA,Trinadad,95570,No,,CA,,
Murphys Market,3596 Fairmount Ave,CA,San Diego,92105,No,,CA,,
N & N Market In Dillingham,219 Main Street,AK,Dillingham,99576,No,,AK,,
N & N Mkt In Dillingham-Barge,219 Main Street,AK,Dillingham,99576,No,,AK,,
Naknek Trading,100 Alaska Peninsula Highway,AK,Naknek,99633,No,,AK,,
Napa Farms Market,SFO Terminal 2,CA,San Francisco,94128,No,,CA,,peninsula
"Napili Market, Napilihau St. #1004",5095 Napilihau St. Ste. 105,HI,Lahaina,96761,No,,HI,,
National Market,1101 Highway 46,CA,Wasco,93280,No,,CA,,
NEIGHBOR,NEIGHBOR,CA,San Francisco,,No,,,,
NELSON S MARKET PLACE,1619 W MAIN,MN,ALBERT LEA,56007,No,No order for more than 7 months,MN,,
NEW SEASONS 1 PORTLAND,7300 SW BEAVERTON HD HWY,OR,PORTLAND,97225,No,No order for more than 4 months,OR,,
NEW SEASONS 10 HAWTHORNE,4034 SE HAWTHORNE BLVD.,OR,PORTLAND,97214,No,No order for more than 4 months,OR,,
NEW SEASONS 11 PRGRESS RDGE,14805 SW BARROWS RD #103,OR,BEAVERTON,97007,No,No order for more than 4 months,OR,,
NEW SEASONS 12 FISHERS LNDG,2100B SE 164TH AVENUE,WA,VANCOUVER,98683,No,No order for more than 4 months,WA,,
NEW SEASONS 2 SELLWOOD,1214 SE. TACOMA,OR,PORTLAND,97202,No,No order for more than 4 months,OR,,
NEW SEASONS 3 HILLSBORO,"1453 NE 61ST. STREET,",OR,"HILLSBORO,          ",97124,No,No order for more than 4 months,OR,,
NEW SEASONS 4 CONCORDIA,5320 NE 33RD STREET,OR,PORTLAND,97211,No,No order for more than 4 months,OR,,
NEW SEASONS 5 SEVEN CORNERS,1954 SE DIVISION ST.,OR,PORTLAND,97202,No,No order for more than 4 months,OR,,
NEW SEASONS 6 ARBOR LODGE,6400 N. INTERSATE,OR,PORTLAND,97217,No,No order for more than 4 months,OR,,
NEW SEASONS 7 MT PARK,3 MONROE PARKWAY,OR,LAKE OSWEGO,97035,No,No order for more than 4 months,OR,,
NEW SEASONS 8 CEDAR HILLS,3495 CEDAR HILLS BLVD.,OR,BEAVERTON,97005,No,No order for more than 4 months,OR,,
NEW SEASONS 9 HAPPY VALLEY,15861 SE HAP VAL TC DRV.,OR,HAPPY VALLEY,97086,No,No order for more than 4 months,OR,,
New York Marriott Marquis,1585 Broadway,NY,New York,10036,No,,NY,,
NEWPORT AVENUE MARKET-BEND,1121 NW NEWPORT AVENUE,OR,BEND,97701,No,No order for more than 4 months,OR,,
Nico S Market,2707 Lancaster Ave,CA,Los Angeles,90033,No,,CA,,
Nielsen S Market,608 Alamo Pintado Rd,CA,Solvang,93463,No,,CA,,Central Coast
NOB HILL #601,1945 N ST,CA,NEWMAN,95360,No,No order for more than 7 months,CA,,
NOB HILL #602,777 1ST STREET,CA,GILROY,95020,No,No order for more than 7 months,CA,,
NOB HILL #603,451 VINEYARD TOWN CENTER,CA,MORGAN HILL,95037,No,No order for more than 7 months,CA,,
NOB HILL #604,15710 LOS GATOS BLVD,CA,LOS GATOS,95030,No,No order for more than 7 months,CA,,San Jose
NOB HILL #605,1700 AIRLINE HWY,CA,HOLLISTER,95023,No,No order for more than 7 months,CA,,
NOB HILL #606,1602 W CAMBELL AVE,CA,CAMPBELL,95008,No,No order for more than 7 months,CA,,San Jose
NOB HILL #607,1320 S MAIN ST,CA,SALINAS,93901,No,No order for more than 7 months,CA,,
NOB HILL #612,900 LIGHTHOUSE AVE,CA,MONTEREY,93940,No,No order for more than 7 months,CA,,
NOB HILL #615,809 BAY AVE,CA,CAPITOLA,95010,No,No order for more than 7 months,CA,,
NOB HILL #617,1912 MAIN ST,CA,WATSONVILLE,95076,No,No order for more than 7 months,CA,,
NOB HILL #620,222 MT HERNON RD,CA,SCOTTS VALLEY,95066,No,No order for more than 7 months,CA,,
NOB HILL #621,520 CENTER AVE,CA,MARTINEZ,94553,No,No order for more than 7 months,CA,,East Bay
NOB HILL #622,401 JAKLIN RD,CA,MILPITAS,95035,No,No order for more than 7 months,CA,,San Jose
NOB HILL #623,611 TRANCAS ST,CA,NAPA                ,94558,No,No order for more than 7 months,CA,,
NOB HILL #627,2266 OAK GROVE,CA,WALNUT CREEK,94598,No,No order for more than 7 months,CA,,East Bay
NOB HILL #628,270 REDWOOD SHORE PKWY,CA,REDWOOD CITY,94065,No,No order for more than 7 months,CA,,peninsula
NOB HILL #629,130 MARKET PLACE,CA,SAN RAMON,94583,No,No order for more than 7 months,CA,,East Bay
NOB HILL #631,"919 E. STANLEY BLVD.,",CA,LIVERMORE,94550,No,No order for more than 7 months,CA,,
NOB HILL #632,2531 BLANDING AVENUE,CA,ALAMEDA,94501,No,No order for more than 7 months,CA,,East Bay
NOB HILL #634,1250 GRANT ROAD,CA,MOUNTAIN VIEW,94040,No,No order for more than 7 months,CA,,peninsula
NOB HILL #635,6061 SNELL AVENUE,CA,SAN JOSE,95123,No,No order for more than 7 months,CA,,San Jose
Nome Trading Company,1008 East Front Street,AK,Nome,99762,No,,AK,,
Noriega Produce,3821 Noriega St.,CA,San Francisco,94122,No,No order for more than 7 months,CA,,San Francisco
Norris Market,601 E St Andrews Place,CA,Santa Ana,92707,No,,CA,,
North Shore Sentry,2265 Hwy 20,CA,Nice,95464,No,,CA,,
Northgate #21,1410 S 43Rd St,CA,San Diego,92113,No,,CA,,
Northgate #23,311 W Pacific Coast Hwy,CA,Wilmington,90744,No,,CA,,
Northgate #24,11660 Firestone Blvd,CA,Norwalk,90650,No,,CA,,
Northgate #25,3930 W Rosecrans Ave,CA,Hawthorne,90250,No,,CA,,
Northgate 1,722 N Anaheim Blvd,CA,Anaheim,92805,No,,CA,,
Northgate 2,580 W La Habra Blvd,CA,La Habra,90631,No,,CA,,
Northgate Gonzales Market #18,770 S Harbor Blvd,CA,Santa Ana,92704,No,,CA,,
Northgate Gonzalez # #14,6991 Lincoln Ave,CA,Buena Park,90620,No,,CA,,
Northgate Gonzalez #16,929 S Euclid,CA,Anaheim,92802,No,,CA,,
Northgate Gonzalez #22,1320 W Francisquito Ave,CA,West Covina,91790,No,,CA,,
Northgate Gonzalez #5,720 W La Palma,CA,Anaheim,92801,No,,CA,,
Northgate Gonzalez Market #15,1010 S Main St,CA,Santa Ana,92701,No,,CA,,
Northgate Gonzalez Market #17,16259 Paramount Blvd,CA,Paramount,90723,No,,CA,,
Northgate Gonzalez Market #34,710 W Chapman Ave,CA,Placentia,92807,No,,CA,,
Northgate Gonzalez Market #7,1623 W 17Th St,CA,Santa Ana,92706,No,,CA,,
Northgate Gonzalez Market 6B,831 N Hacienda Blvd,CA,La Puente,91744,No,,CA,,
Northgate Gonzalez Market-#20,3828 Peck Road,CA,El Monte,91732,No,,CA,,
Northgate Gonzalez Markets #19,2633 Santa Ana St,CA,South Gate,90280,No,,CA,,
Northgate Gonzalez Markets #32,15107 S Atlantic Ave,CA,E Rncho Dominguez,90221,No,,CA,,
Northgate Gonzalez Markets #4,9101 E Telegraph Rd,CA,Pico Rivera,90660,No,,CA,,
Northgate Gonzatez Markets #33,2323 W Olympic Blvd,CA,Los Angeles,90006,No,,CA,,
Northgate Market # 3,1150 N East St,CA,Anaheim,92805,No,,CA,,
Northgate Market #10,6801 S Atlantic Ave,CA,Bell,90201,No,,CA,,
Northgate Market #11,1120 S Bristol St,CA,Santa Ana,92704,No,,CA,,
Northgate Market #12,2120 Pacific Ave,CA,Long Beach,90806,No,,CA,,
Northgate Market #26,2909 Coronado Ave,CA,San Diego,92154,No,,CA,,
Northgate Market #27,1058 3Rd Ave,CA,Chula Vista,91911,No,,CA,,
Northgate Market #28,606 N Escondido Blvd,CA,Escondido,92025,No,,CA,,
Northgate Market #29,1150 E Vista Way,CA,Vista,92084,No,,CA,,
Northgate Market #30,1346 S Mission Rd,CA,Fallbrook,92028,No,,CA,,
Northgate Market No 8,407 E 4Th St,CA,Santa Ana,92701,No,,CA,,
Northgate Market No 9,230 N Harbor Blvd,CA,Santa Ana,92701,No,,CA,,
Nugget Market #1,157 Main Street,CA,Woodland,95695,No,,CA,,
Nugget Market #11,130 Browns Valley Parkway,CA,Vacaville,95688,No,,CA,,
Nugget Market #12,1414 E.Covell,CA,Davis,95616,No,,CA,,
Nugget Market #2,409 Mace Blvd,CA,Davis,95616,No,,CA,,
Nugget Market #5,1040 Florin Road,CA,Sacramento,95831,No,,CA,,
Nugget Market #6,2000 Town Center Plaza,CA,West Sacramento,95691,No,,CA,,
Nugget Wharehouse,2170 Hanson Way,CA,Woodland,95776,No,,CA,,
Numero Uno Market #101,701 E Jefferson Blvd,CA,Los Angeles,90011,No,,CA,,
Numero Uno Market #102,1309 So Alvarado St,CA,Los Angeles,90006,No,,CA,,
Numero Uno Market #103,9127 S Figueroa,CA,Los Angeles,90003,No,,CA,,
Numero Uno Market #104,310 E Manchester,CA,Los Angeles,90003,No,,CA,,
Numero Uno Market #106,500 So Pacific,CA,San Pedro,90731,No,,CA,,
